,ProductName,Description,Gender,PrimaryColor,ProductBrand
5089,indian terrain  blue brooklyn fit mid-rise clean look stretchable jeans,"blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",men,blue,indian terrain
5090,indian terrain  beige brooklyn slim fit solid chinos,"beige solid low-rise chinos, has button closure, and 5 pockets",men, beige,indian terrain
5091,indian terrain  blue regular fit solid corduroy casual shirt,"blue solid corduory casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",boys,blue,indian terrain
5092,indian terrain  navy blue & white regular fit checked casual shirt,"navy blue, white and grey checked casual shirt, has a spread collar, long sleeves, zip closure, curved hem, and 2 flap pockets",boys,blue,indian terrain
5093,indian terrain  blue brooklyn slim fit low-rise clean look stretchable jeans,"blue dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",men,blue,indian terrain
5094,indian terrain  olive green brooklyn slim fit solid chinos,"olive green solid low-rise trousers, button closure, and 4 pockets",men, green,indian terrain
5095,indian terrain  green & black slim fit checked smart casual shirt,"green, black and white checked smart casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",men, green,indian terrain
5096,indian terrain  khaki regular fit self design trousers,"khaki self-design mid-rise trousers, button closure, and 4 pockets",boys, khaki,indian terrain
5097,ed hardy  printed sweater,"grey printed sweater, has a round neck, long sleeves, a ribbed hem",men, grey,ed hardy
5098,puma  black nrgy asteroid running shoes,"special technology:softfoam+ comfort insoleinjection-moulded ethylene-vinyl acetate midsole with ignite foam drop-in for lightweight performance, superior energy return and comfortground contact ethylene-vinyl acetate outsole for enhanced cushioningdesign details:a pair of black running sports shoes, has regular styling, lace-up detailmesh upper : lightweight, breathable uppercushioned footbed : rubber heel and toe pads for durability and griptextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",women, black,puma
5099,indian terrain  navy blue striped round neck t-shirt,"navy blue striped t-shirt, has a round neck, and long sleeves",men,blue,indian terrain
5100,chkokko  grey melange solid round neck running t-shirt,"grey melange solid running t-shirt, has a round neck, and short sleeves",women, grey,chkokko
5101,roadster  purple & white printed round neck t-shirt,"purple and white printed t-shirt, has a round neck, and short sleeves",women, white,roadster
5102,indian terrain  navy blue solid polo collar t-shirt,"navy blue solid t-shirt, has a polo collar, and short sleeves",men,blue,indian terrain
5103,highlander  black & white striped polo collar t-shirt,"black and white striped t-shirt, has a polo collar, and short sleeves",men, black,highlander
5104,indian terrain  red striped polo collar t-shirt,"red striped t-shirt, has a polo collar, and short sleeves",men, red,indian terrain
5105,indian terrain  beige brooklyn slim fit solid smart casual regular trousers,"beige solid low-rise smart casual regular trousers, button closure, and 5 pocketsdisclaimer:our stylist has styled this pair of trousers with a belt. it does not come with a belt.",men, beige,indian terrain
5106,nike  men black solid as m nsw ce trk suit wvn basic loose fit tracksuit,"special technologies:smooth durability taffeta fabric is smooth and durable, with a slightly shiny finish.breathable comfort knit mesh lining promotes greater airflow for breathable comfort.secure fit elastic hem and cuffs keep the suit in place and let you show off your kicks.product details:black tracksuitblack sweatshirt, has a mock collar, a zip closure, long sleeves, two insert pockets and mesh liningblack track pants, has an elasticated waistband with drawstring closure, two pockets, cuffed hems and mesh lining",men, black,nike
5107,indian terrain  blue & grey checked regular trousers,"blue, black and grey checked mid-rise trousers, button closure, and 4 pockets",boys,blue,indian terrain
5108,indian terrain  burgundy & red slim fit striped smart casual shirt,"burgundy and red striped smart casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",men, red,indian terrain
5109,kazarmax  white & pink printed slip-on sneakers,"a pair of round-toe white and pink printed slip-on sneakers, has regular styling, slip-on detailmesh uppercushioned footbedtextured and patterned outsolewarranty: 1 monthwarranty provided by brand/manufacturer",women, white,kazarmax
5110,puma unisex navy blue turin ii sneakers,"special technology:softfoam+sockliner: flexible sock collar with cushioned foot bed provides easy optimal step-in comfortdesign details:a pair of round-toe navy blue sneakers, has regular styling, lace-up detailsynthetic leather upper with t-toe constructioncushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",unisex,blue,puma
5111,oomph  circular studs,gold-toned circular studssecured with a post and back closure,women, gold,oomph
5112,indian terrain  green & white slim fit checked casual shirt,"green and white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",men, green,indian terrain
5113,indian terrain  blue regular fit checked casual shirt,"blue checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",boys,blue,indian terrain
5114,indian terrain  red regular fit checked casual shirt,"red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 welt pocket",boys, red,indian terrain
5115,chkokko  maroon solid henley neck t-shirt,"maroon solid t-shirt, has a henley neck, and short sleeves",men, maroon,chkokko
5116,chkokko  black solid round neck training t-shirt,"black solid training t-shirt, has a round neck, and short sleevesengineered with dry fit technology",men, black,chkokko
5117,mast & harbour  navy blue & white striped hooded sweatshirt,"navy blue and white striped sweatshirt, has a hooded neck with lace-up detail, long sleeves, straight hem",women,blue,mast & harbour
5118,chkokko  blue solid round neck t-shirt,"blue solid t-shirt, has a round neck, and short sleeves",men,blue,chkokko
5119,puma  black escaper core running shoes,"special technologies:the 4dfit supportive system ensures an engineered fit to your foot through a flexible moulded cage.the soft density propelfoam midsole compound offers extra response and lightweight cushioning for comfort and agility with every stride, whereas the full rubber outsole enables traction and durability.softfoam + insole provides superior cushioning and comfort ideal for every stage of your dayproduct design details:a pair of black running sports shoes, has regular styling, lace-up detailthe breathable and lightweight mesh upper creates a modern and dynamic look.cushioned footbedwith lowered midsole heights, articulated chevron design, and flex grooves in the forefootthe forefoot is equipped with flexible breathable mesh and the heel delivers layers of interest and reflectivity allowing this shoe to move with the foot and offer a fresh look.textured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",women, black,puma
5120,indian terrain  white & blue striped polo collar t-shirt,"white and blue striped t-shirt, has a polo collar, and short sleeves",men,blue,indian terrain
5121,kleio  solid sling bag,"green  solid sling bag with buckle detail detail, has a button closure1 main compartment, 1 external and 1 inner pockettablet sleeve: nonon-detachable sling strapwarranty: 3 monthswarranty provided by brand/manufacturer",women, green,kleio
5122,indian terrain  blue regular fit checked chinos,"blue checked mid-rise trousers, button closure, and 4 pockets",boys,blue,indian terrain
5123,indian terrain  white & red slim fit checked smart casual shirt,"white and red checked smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, 1 patch pocket",men, red,indian terrain
5124,indian terrain  brown kansas straight fit solid regular smart casual trousers,"brown solid low-rise smart casual trousers, button closure, and 5 pockets",men, brown,indian terrain
5125,puma unisex black turin ii sneakers,"special technology:softfoam + sockliner: sock structure for flexible fit and long-lasting comfortdesign details:a pair of round-toe black sneakers, has regular styling, lace-up detailsynthetic leather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",unisex, black,puma
5126,mast & harbour  burgundy & off white solid hooded sweatshirt,"burgundy and off white solid sweatshirt with embroidered detail on chest, has a hood neck, long sleeves, two pockets and ribbed hem",men, white,mast & harbour
5127,roadster  black & yellow colourblocked round neck t-shirt,"black and yellow colourblocked t-shirt, has a round neck, and long sleeves",women, yellow,roadster
5128,aditi wasan unisex black solid leather card holder,"black solid card holder1 main compartment multiple card holders, 2 slip pocketsdisclaimer: this is a genuine leather product that has been designed with good care which makes every piece unique and gives variety in the appearance. the genuine look might vary",unisex, black,aditi wasan
